pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,dissolved_O2_change (avg over top 500 m)
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.1,-0.2,4.4,11.75,0,23.50750588
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.4,-0.1,5.88,5.41,-0.25,-34.55318074
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.8,0.1,5.88,10.46,0,55.55371899
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,251030.pO2PO4_55b.dat.24,7.8,0.3,-0.2,7,5.23,-0.25,74.32871644
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.7,0.2,3.28,8.81,-0.25,25.9317967
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.6,-0.2,4.4,7.43,0.25,-164.0608389
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.4,-0.1,4.4,8.72,-0.25,85.89055506
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.4,-0.2,7,9.18,0,96.19571938
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.8,1.2,0.684237598,Kellwasser,1,0.75,18.18,118.3068962,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.02,12.57,0.2,-0.1,3.28,8.63,-0.25,34.97307625
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.8,1.1,0.684237598,Kellwasser,1,0.75,18.18,103.7711627,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.01,12.57,0.1,-0.1,3.28,8.63,-0.25,20.43734276
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.3,-0.1,5.88,6.43,-0.25,-71.66744035
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.3,-0.1,5.88,6.43,-0.25,-71.66744035
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.3,-0.1,4.4,7.53,-0.25,66.57379708
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.4,-0.1,5.88,8.62,-0.25,-31.38818283
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.5,-0.1,5.88,8.62,-0.25,-13.56161374
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.7,0.1,3.28,8.9,-0.25,19.39175127
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.6,0.1,3.28,8.9,-0.25,-3.002423909
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.7,0,7,8.07,0,37.32112966
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.8,0,7,8.07,0,60.68468066
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.7,0,3.28,6.24,0.25,-144.180216
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.2,-0.2,4.4,7.62,-0.25,37.63957648
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.3,-0.2,4.4,7.62,-0.25,60.03375165
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.6,-0.2,7,7.34,0.25,-148.7061818
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.4,0,4.4,8.72,0,-56.38478618
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.9,0,3.28,11.65,0.25,-106.2259253
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.2,-0.2,4.4,13.58,0,51.28039627
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.3,-0.2,4.4,13.58,0,73.67457144
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.3,-0.1,4.4,13.49,0,80.21461688
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.8,0.2,7,5.23,0,-86.52127144
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.8,0.2,7,5.23,0,-86.52127144
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.6,0,7,5.69,0,17.23913738
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.6,0.1,4.4,5.23,-0.25,6.933973054
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.3,-0.2,4.4,5.69,-0.25,-70.04014333
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.6,0,5.88,7.34,-0.25,3.897948773
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,251030.pO2PO4_55b.dat.12,7.06,0.4,0,7,5.23,0,-38.82513556
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,251030.pO2PO4_55b.dat.12,7.06,0.4,0,7,5.23,0,-38.82513556
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,251030.pO2PO4_55b.dat.12,7.06,0.2,-0.2,4.4,5.68,0,41.4731694
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.7,0,5.88,6.15,0.25,-128.8255589
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.6,0,7,7.06,0,24.06438582
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.7,0,7,7.06,0,47.42793682
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.4,-0.1,4.4,14.68,0,99.53137485
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.4,0,5.88,6.43,-0.25,-36.04675294
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.4,0,5.88,6.43,-0.25,-36.04675294
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.4,0,4.4,5.42,-0.25,-68.22003343
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.4,-0.2,7,6.24,0,-25.53056402
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.5,0,5.88,5.05,0,-5.649941158
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.3,0,4.4,7.62,0,78.02680917
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.9,0,5.88,11.56,0.25,-90.87126818
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.5,0,5.88,6.33,-0.25,-9.358795069
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.3,-0.1,4.4,8.17,-0.25,-95.91681737
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.7,-0.1,4.4,6.88,0.25,-144.5405069
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,251030.pO2PO4_55b.dat.12,7.06,0.5,0.1,7,5.23,0,-3.204448149
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,251030.pO2PO4_55b.dat.12,7.06,0.5,0.1,7,5.23,0,-3.204448149
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.6,0,3.28,9.91,-0.25,-12.20522972
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.5,-0.1,4.4,14.22,0,-16.33691136
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.4,-0.1,4.4,14.22,0,-38.73108653
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.5,0,4.4,14.13,0,-9.796865924
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.7,0,5.88,10.46,0,32.30434959
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.7,0.1,4.4,5.96,0,31.18887253
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.2,-0.1,4.4,7.07,-0.25,38.49477798
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.6,0,4.4,5.69,0,5.484660505
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.4,-0.1,4.4,5.14,-0.25,-50.51981134
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.7,0.1,5.88,9.08,-0.25,30.55988782
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.7,-0.1,7,6.79,0.25,-129.1858498
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.5,0,3.28,9.17,-0.25,-37.06171992
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.1,-0.2,3.28,5.51,-0.5,6.631715223
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.3,-0.2,7,7.8,-0.25,71.2018882
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.6,0.1,4.4,5.69,-0.25,-142.4919756
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.3,-0.2,7,13.76,0,84.842708
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.3,-0.1,4.4,12.85,0,-87.08135278
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.5,-0.1,7,5.69,0,-6.010232028
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.4,-0.2,7,5.96,-0.25,-34.29201752
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.3,-0.2,4.4,14.49,0,-72.79038255
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.2,-0.1,4.4,11.75,0,47.33024257
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.1,1.4,0.694506238,Kellwasser,1,0.75,18.18,190.6808611,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.34,6.79,0.3,-0.1,3.28,5.14,0,79.13599984
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.5,0,4.4,14.59,0,-30.37424178
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.5,0,4.4,8.63,-0.25,-44.01506158
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.7,0,5.88,10.18,-0.25,23.54289609
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.9,1.4,0.636716441,Kellwasser,0.75,1,17.06,187.3711735,251025.pO2PO4_55b.dat.14,17.43,0.4,0,4.4,13.49,0,104.0373536
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.1,1.4,0.694506238,Kellwasser,1,0.75,18.18,190.6808611,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.34,6.79,0.4,0,3.28,5.41,0,104.8402119
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.5,-0.1,7,14.4,0,-5.168774804
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.7,0.1,7,5.05,0,39.49488746
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.5,-0.1,7,5.41,-0.25,-14.77168553
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.4,0,4.4,7.53,-0.25,90.39653378
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.6,0,5.88,9.17,-0.25,10.28615225
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.8,0,4.4,6.24,0.25,-122.2847568
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.2,-0.1,3.28,5.42,-0.5,-123.2739014
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.4,-0.2,7,14.49,0,-25.44251038
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,1,1.6,0.575716022,Kellwasser,0.75,1,17.06,97.3596907,251025.pO2PO4_55c.dat.21,18.07,0.6,0.1,4.4,14.13,0,14.02587077
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.8,0,7,6.15,0.25,-106.9300997
