pO2,PO4,mscore,State,pCO2,efolding (m),globe_avg_temp (C),dissolved_O2_sur (molkg-1x1E6),file,benthic_anoxia
0.5,1.2,0.012529629,Background,2.5,0.5,21.46,33.90417987,251104.pO2xPO4_5x5e.dat.22,55.32
0.4,1.2,0.005501465,Background,2.5,0.5,21.46,32.00879291,251104.pO2xPO4_5x5e.dat.12,69.63
0.3,1.2,0.000829487,Background,2.5,0.5,21.46,30.29553227,251104.pO2xPO4_5x5e.dat.02,85.23
0.7,1.3,0.024565752,Background,2.5,0.5,21.46,52.75700823,251104.pO2xPO4_5x5e.dat.43,32.57
0.6,1.3,0.014178465,Background,2.5,0.5,21.46,49.61967716,251104.pO2xPO4_5x5e.dat.33,46.51
0.5,1.3,0.008305746,Background,2.5,0.5,21.46,46.84006126,251104.pO2xPO4_5x5e.dat.23,59.91
0.4,1.3,0.002636667,Background,2.5,0.5,21.46,44.41573037,251104.pO2xPO4_5x5e.dat.13,72.84
0.3,1.3,0.000281519,Background,2.5,0.5,21.46,42.27841055,251104.pO2xPO4_5x5e.dat.03,88.17
0.7,1.4,0.014870487,Background,2.5,0.5,21.46,68.50372301,251104.pO2xPO4_5x5e.dat.44,37.16
0.6,1.4,0.010655005,Background,2.5,0.5,21.46,64.53441893,251104.pO2xPO4_5x5e.dat.34,50.83
0.5,1.4,0.003268534,Background,2.5,0.5,21.46,61.06146611,251104.pO2xPO4_5x5e.dat.24,63.94
0.4,1.4,0.000570764,Background,2.5,0.5,21.46,58.10456423,251104.pO2xPO4_5x5e.dat.14,75.14
0.3,1.4,0.000114616,Background,2.5,0.5,21.46,55.43631414,251104.pO2xPO4_5x5e.dat.04,89.45
0.7,1.0,0.317826931,Kellwasser,2.5,0.5,21.46,14.76851048,251104.pO2xPO4_5x5e.dat.40,9.63
0.6,1.0,0.206063632,Kellwasser,2.5,0.5,21.46,13.44870634,251104.pO2xPO4_5x5e.dat.30,25.69
0.5,1.0,0.138708028,Kellwasser,2.5,0.5,21.46,12.25218693,251104.pO2xPO4_5x5e.dat.20,43.49
0.4,1.0,0.032094733,Kellwasser,2.5,0.5,21.46,11.24863775,251104.pO2xPO4_5x5e.dat.10,60.92
0.3,1.0,0.014114387,Kellwasser,2.5,0.5,21.46,10.4422852,251104.pO2xPO4_5x5e.dat.00,76.15
0.7,1.1,0.216059324,Kellwasser,2.5,0.5,21.46,25.8278651,251104.pO2xPO4_5x5e.dat.41,16.7
0.6,1.1,0.146248371,Kellwasser,2.5,0.5,21.46,23.97233402,251104.pO2xPO4_5x5e.dat.31,33.85
0.5,1.1,0.060577956,Kellwasser,2.5,0.5,21.46,22.31596409,251104.pO2xPO4_5x5e.dat.21,49.54
0.4,1.1,0.018351422,Kellwasser,2.5,0.5,21.46,20.89300142,251104.pO2xPO4_5x5e.dat.11,66.24
0.3,1.1,0.007253017,Kellwasser,2.5,0.5,21.46,19.62282113,251104.pO2xPO4_5x5e.dat.01,81.19
0.7,1.2,0.152020799,Kellwasser,2.5,0.5,21.46,38.53549424,251104.pO2xPO4_5x5e.dat.42,26.51
0.6,1.2,0.109381357,Kellwasser,2.5,0.5,21.46,36.06580867,251104.pO2xPO4_5x5e.dat.32,40.28
0.5,1.2,0.025639889,Kellwasser,2.5,0.5,21.46,33.90417987,251104.pO2xPO4_5x5e.dat.22,55.32
0.4,1.2,0.010890434,Kellwasser,2.5,0.5,21.46,32.00879291,251104.pO2xPO4_5x5e.dat.12,69.63
0.3,1.2,0.003836643,Kellwasser,2.5,0.5,21.46,30.29553227,251104.pO2xPO4_5x5e.dat.02,85.23
0.7,1.3,0.110274276,Kellwasser,2.5,0.5,21.46,52.75700823,251104.pO2xPO4_5x5e.dat.43,32.57
0.6,1.3,0.075426953,Kellwasser,2.5,0.5,21.46,49.61967716,251104.pO2xPO4_5x5e.dat.33,46.51
0.5,1.3,0.01288613,Kellwasser,2.5,0.5,21.46,46.84006126,251104.pO2xPO4_5x5e.dat.23,59.91
0.4,1.3,0.006623207,Kellwasser,2.5,0.5,21.46,44.41573037,251104.pO2xPO4_5x5e.dat.13,72.84
0.3,1.3,0.001881629,Kellwasser,2.5,0.5,21.46,42.27841055,251104.pO2xPO4_5x5e.dat.03,88.17
0.7,1.4,0.079731638,Kellwasser,2.5,0.5,21.46,68.50372301,251104.pO2xPO4_5x5e.dat.44,37.16
0.6,1.4,0.027084534,Kellwasser,2.5,0.5,21.46,64.53441893,251104.pO2xPO4_5x5e.dat.34,50.83
0.5,1.4,0.00768879,Kellwasser,2.5,0.5,21.46,61.06146611,251104.pO2xPO4_5x5e.dat.24,63.94
0.4,1.4,0.003183706,Kellwasser,2.5,0.5,21.46,58.10456423,251104.pO2xPO4_5x5e.dat.14,75.14
0.3,1.4,0.00072503,Kellwasser,2.5,0.5,21.46,55.43631414,251104.pO2xPO4_5x5e.dat.04,89.45
0.7,1.5,0.010566932,Background,2.5,0.5,21.46,9.512417819,251104.pO2xPO4_5x5f.dat.40,43.85
0.6,1.5,0.005544598,Background,2.5,0.5,21.46,8.940522093,251104.pO2xPO4_5x5f.dat.30,55.32
0.5,1.5,0.000662381,Background,2.5,0.5,21.46,8.595793588,251104.pO2xPO4_5x5f.dat.20,67.52
0.4,1.5,0.000150694,Background,2.5,0.5,21.46,8.138833437,251104.pO2xPO4_5x5f.dat.10,77.16
0.3,1.5,8.03e-05,Background,2.5,0.5,21.46,7.72763633,251104.pO2xPO4_5x5f.dat.00,90.0
0.7,1.6,0.006958571,Background,2.5,0.5,21.46,18.00629434,251104.pO2xPO4_5x5f.dat.41,47.8
0.6,1.6,0.001785426,Background,2.5,0.5,21.46,16.90247518,251104.pO2xPO4_5x5f.dat.31,58.9
0.5,1.6,0.000251759,Background,2.5,0.5,21.46,16.3377772,251104.pO2xPO4_5x5f.dat.21,69.63
0.4,1.6,0.00011456,Background,2.5,0.5,21.46,15.446014,251104.pO2xPO4_5x5f.dat.11,81.01
0.3,1.6,6.71e-05,Background,2.5,0.5,21.46,14.63788067,251104.pO2xPO4_5x5f.dat.01,90.0
0.7,1.7,0.002046841,Background,2.5,0.5,21.46,28.30651829,251104.pO2xPO4_5x5f.dat.42,50.37
0.6,1.7,0.000304884,Background,2.5,0.5,21.46,26.92773342,251104.pO2xPO4_5x5f.dat.32,61.56
0.5,1.7,0.000133784,Background,2.5,0.5,21.46,26.14158075,251104.pO2xPO4_5x5f.dat.22,70.92
0.4,1.7,0.000102538,Background,2.5,0.5,21.46,25.0226276,251104.pO2xPO4_5x5f.dat.12,82.66
0.3,1.7,5.96e-05,Background,2.5,0.5,21.46,23.98706238,251104.pO2xPO4_5x5f.dat.02,90.0
0.7,1.8,0.000481221,Background,2.5,0.5,21.46,39.93539212,251104.pO2xPO4_5x5f.dat.43,53.49
0.6,1.8,0.000134739,Background,2.5,0.5,21.46,38.15531818,251104.pO2xPO4_5x5f.dat.33,64.04
0.5,1.8,0.00011826,Background,2.5,0.5,21.46,36.97126158,251104.pO2xPO4_5x5f.dat.23,72.84
0.4,1.8,9.37e-05,Background,2.5,0.5,21.46,35.56892625,251104.pO2xPO4_5x5f.dat.13,82.57
0.3,1.8,5.47e-05,Background,2.5,0.5,21.46,34.29705976,251104.pO2xPO4_5x5f.dat.03,89.54
0.7,1.9,0.000182029,Background,2.5,0.5,21.46,52.59290629,251104.pO2xPO4_5x5f.dat.44,56.51
0.6,1.9,0.000118138,Background,2.5,0.5,21.46,50.4429845,251104.pO2xPO4_5x5f.dat.34,66.15
0.5,1.9,0.000105877,Background,2.5,0.5,21.46,48.99974374,251104.pO2xPO4_5x5f.dat.24,74.68
0.4,1.9,8.58e-05,Background,2.5,0.5,21.46,47.26379484,251104.pO2xPO4_5x5f.dat.14,85.5
0.3,1.9,5.04e-05,Background,2.5,0.5,21.46,45.65727795,251104.pO2xPO4_5x5f.dat.04,89.27
0.7,1.5,0.05614316,Kellwasser,2.5,0.5,21.46,9.512417819,251104.pO2xPO4_5x5f.dat.40,43.85
0.6,1.5,0.01037691,Kellwasser,2.5,0.5,21.46,8.940522093,251104.pO2xPO4_5x5f.dat.30,55.32
0.5,1.5,0.003746945,Kellwasser,2.5,0.5,21.46,8.595793588,251104.pO2xPO4_5x5f.dat.20,67.52
0.4,1.5,0.000958062,Kellwasser,2.5,0.5,21.46,8.138833437,251104.pO2xPO4_5x5f.dat.10,77.16
0.3,1.5,0.000483147,Kellwasser,2.5,0.5,21.46,7.72763633,251104.pO2xPO4_5x5f.dat.00,90.0
0.7,1.6,0.018969821,Kellwasser,2.5,0.5,21.46,18.00629434,251104.pO2xPO4_5x5f.dat.41,47.8
0.6,1.6,0.004764991,Kellwasser,2.5,0.5,21.46,16.90247518,251104.pO2xPO4_5x5f.dat.31,58.9
0.5,1.6,0.001677809,Kellwasser,2.5,0.5,21.46,16.3377772,251104.pO2xPO4_5x5f.dat.21,69.63
0.4,1.6,0.000718739,Kellwasser,2.5,0.5,21.46,15.446014,251104.pO2xPO4_5x5f.dat.11,81.01
0.3,1.6,0.000389688,Kellwasser,2.5,0.5,21.46,14.63788067,251104.pO2xPO4_5x5f.dat.01,90.0
0.7,1.7,0.006779226,Kellwasser,2.5,0.5,21.46,28.30651829,251104.pO2xPO4_5x5f.dat.42,50.37
0.6,1.7,0.002024863,Kellwasser,2.5,0.5,21.46,26.92773342,251104.pO2xPO4_5x5f.dat.32,61.56
0.5,1.7,0.000836791,Kellwasser,2.5,0.5,21.46,26.14158075,251104.pO2xPO4_5x5f.dat.22,70.92
0.4,1.7,0.000632666,Kellwasser,2.5,0.5,21.46,25.0226276,251104.pO2xPO4_5x5f.dat.12,82.66
0.3,1.7,0.000336146,Kellwasser,2.5,0.5,21.46,23.98706238,251104.pO2xPO4_5x5f.dat.02,90.0
0.7,1.8,0.003022462,Kellwasser,2.5,0.5,21.46,39.93539212,251104.pO2xPO4_5x5f.dat.43,53.49
0.6,1.8,0.000851512,Kellwasser,2.5,0.5,21.46,38.15531818,251104.pO2xPO4_5x5f.dat.33,64.04
0.5,1.8,0.000730035,Kellwasser,2.5,0.5,21.46,36.97126158,251104.pO2xPO4_5x5f.dat.23,72.84
0.4,1.8,0.000570373,Kellwasser,2.5,0.5,21.46,35.56892625,251104.pO2xPO4_5x5f.dat.13,82.57
0.3,1.8,0.000301051,Kellwasser,2.5,0.5,21.46,34.29705976,251104.pO2xPO4_5x5f.dat.03,89.54
0.7,1.9,0.001180101,Kellwasser,2.5,0.5,21.46,52.59290629,251104.pO2xPO4_5x5f.dat.44,56.51
0.6,1.9,0.000729444,Kellwasser,2.5,0.5,21.46,50.4429845,251104.pO2xPO4_5x5f.dat.34,66.15
0.5,1.9,0.00064283,Kellwasser,2.5,0.5,21.46,48.99974374,251104.pO2xPO4_5x5f.dat.24,74.68
0.4,1.9,0.000517648,Kellwasser,2.5,0.5,21.46,47.26379484,251104.pO2xPO4_5x5f.dat.14,85.5
0.3,1.9,0.000269972,Kellwasser,2.5,0.5,21.46,45.65727795,251104.pO2xPO4_5x5f.dat.04,89.27
1.2,2.0,0.010827188,Background,2.5,0.5,21.46,56.26658094,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.40,10.64
1.1,2.0,0.007173468,Background,2.5,0.5,21.46,54.66654329,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.30,17.89
1.0,2.0,0.004725089,Background,2.5,0.5,21.46,53.20126002,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.20,29.82
0.9,2.0,0.001718131,Background,2.5,0.5,21.46,51.84358088,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.10,40.0
0.8,2.0,0.000221191,Background,2.5,0.5,21.46,50.61382763,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.00,49.27
1.2,2.1,0.006987027,Background,2.5,0.5,21.46,69.13417747,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.41,13.03
1.1,2.1,0.003970974,Background,2.5,0.5,21.46,67.27199798,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.31,23.3
1.0,2.1,0.001392529,Background,2.5,0.5,21.46,65.6070406,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.21,32.29
0.9,2.1,0.000904364,Background,2.5,0.5,21.46,64.0806029,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.11,43.03
0.8,2.1,0.00015164,Background,2.5,0.5,21.46,62.63014075,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.01,51.65
1.2,2.2,0.002938983,Background,2.5,0.5,21.46,82.99949695,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.42,17.06
1.1,2.2,0.001438252,Background,2.5,0.5,21.46,80.81885608,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.32,26.97
1.0,2.2,0.000951007,Background,2.5,0.5,21.46,78.8348334,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.22,35.05
0.9,2.2,0.000361198,Background,2.5,0.5,21.46,77.0120314,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.12,45.05
0.8,2.2,0.000140801,Background,2.5,0.5,21.46,75.3450804,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.02,54.04
1.2,2.3,0.001284649,Background,2.5,0.5,21.46,97.63792332,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.43,19.45
1.1,2.3,0.000875104,Background,2.5,0.5,21.46,95.18064326,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.33,30.09
1.0,2.3,0.000670178,Background,2.5,0.5,21.46,92.90817979,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.23,38.99
0.9,2.3,0.000203332,Background,2.5,0.5,21.46,90.80571181,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.13,47.71
0.8,2.3,0.000109114,Background,2.5,0.5,21.46,88.89549645,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.03,55.96
1.2,2.4,0.000792694,Background,2.5,0.5,21.46,113.0414239,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.44,22.84
1.1,2.4,0.00057328,Background,2.5,0.5,21.46,110.2214155,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.34,31.65
1.0,2.4,0.000337423,Background,2.5,0.5,21.46,107.6856497,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.24,41.93
0.9,2.4,0.00013364,Background,2.5,0.5,21.46,105.3762026,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.14,49.54
0.8,2.4,0.000101765,Background,2.5,0.5,21.46,103.2240179,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.04,57.8
1.2,2.0,0.037688951,Kellwasser,2.5,0.5,21.46,56.26658094,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.40,10.64
1.1,2.0,0.029556695,Kellwasser,2.5,0.5,21.46,54.66654329,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.30,17.89
1.0,2.0,0.021480297,Kellwasser,2.5,0.5,21.46,53.20126002,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.20,29.82
0.9,2.0,0.010950967,Kellwasser,2.5,0.5,21.46,51.84358088,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.10,40.0
0.8,2.0,0.001458462,Kellwasser,2.5,0.5,21.46,50.61382763,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.00,49.27
1.2,2.1,0.025895756,Kellwasser,2.5,0.5,21.46,69.13417747,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.41,13.03
1.1,2.1,0.01849901,Kellwasser,2.5,0.5,21.46,67.27199798,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.31,23.3
1.0,2.1,0.01198082,Kellwasser,2.5,0.5,21.46,65.6070406,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.21,32.29
0.9,2.1,0.006341389,Kellwasser,2.5,0.5,21.46,64.0806029,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.11,43.03
0.8,2.1,0.00098531,Kellwasser,2.5,0.5,21.46,62.63014075,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.01,51.65
1.2,2.2,0.016615506,Kellwasser,2.5,0.5,21.46,82.99949695,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.42,17.06
1.1,2.2,0.011381894,Kellwasser,2.5,0.5,21.46,80.81885608,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.32,26.97
1.0,2.2,0.007806314,Kellwasser,2.5,0.5,21.46,78.8348334,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.22,35.05
0.9,2.2,0.002466299,Kellwasser,2.5,0.5,21.46,77.0120314,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.12,45.05
0.8,2.2,0.000888192,Kellwasser,2.5,0.5,21.46,75.3450804,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.02,54.04
1.2,2.3,0.010637169,Kellwasser,2.5,0.5,21.46,97.63792332,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.43,19.45
1.1,2.3,0.007673331,Kellwasser,2.5,0.5,21.46,95.18064326,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.33,30.09
1.0,2.3,0.004671256,Kellwasser,2.5,0.5,21.46,92.90817979,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.23,38.99
0.9,2.3,0.00135084,Kellwasser,2.5,0.5,21.46,90.80571181,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.13,47.71
0.8,2.3,0.000664528,Kellwasser,2.5,0.5,21.46,88.89549645,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.03,55.96
1.2,2.4,0.007060265,Kellwasser,2.5,0.5,21.46,113.0414239,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.44,22.84
1.1,2.4,0.004925619,Kellwasser,2.5,0.5,21.46,110.2214155,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.34,31.65
1.0,2.4,0.002299584,Kellwasser,2.5,0.5,21.46,107.6856497,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.24,41.93
0.9,2.4,0.000860997,Kellwasser,2.5,0.5,21.46,105.3762026,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.14,49.54
0.8,2.4,0.000613061,Kellwasser,2.5,0.5,21.46,103.2240179,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5g.dat.04,57.8
0.7,2.0,0.000118817,Background,2.5,0.5,21.46,7.358802577,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.40,58.44
0.6,2.0,0.000113653,Background,2.5,0.5,21.46,7.023643775,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.30,67.61
0.5,2.0,9.73e-05,Background,2.5,0.5,21.46,6.725713774,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.20,75.69
0.4,2.0,7.98e-05,Background,2.5,0.5,21.46,6.458761163,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.10,87.8
0.3,2.0,4.61e-05,Background,2.5,0.5,21.46,6.217964255,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.00,88.81
0.7,2.1,0.000111544,Background,2.5,0.5,21.46,13.92463037,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.41,60.83
0.6,2.1,0.000108052,Background,2.5,0.5,21.46,13.31171643,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.31,68.99
0.5,2.1,9.16e-05,Background,2.5,0.5,21.46,12.77930642,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.21,76.51
0.4,2.1,7.37e-05,Background,2.5,0.5,21.46,12.31081023,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.11,88.81
0.3,2.1,4.38e-05,Background,2.5,0.5,21.46,11.88460283,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.01,88.72
0.7,2.2,0.000106251,Background,2.5,0.5,21.46,22.98120671,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.42,62.39
0.6,2.2,0.000102242,Background,2.5,0.5,21.46,22.10352795,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.32,70.28
0.5,2.2,8.63e-05,Background,2.5,0.5,21.46,21.29646236,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.22,77.43
0.4,2.2,6.95e-05,Background,2.5,0.5,21.46,20.54941615,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.12,89.45
0.3,2.2,3.86e-05,Background,2.5,0.5,21.46,19.87448559,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.02,88.62
0.7,2.3,0.000101199,Background,2.5,0.5,21.46,33.12572881,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.43,64.31
0.6,2.3,9.8e-05,Background,2.5,0.5,21.46,32.04818495,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.33,71.56
0.5,2.3,8.22e-05,Background,2.5,0.5,21.46,31.06195436,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.23,78.62
0.4,2.3,5.84e-05,Background,2.5,0.5,21.46,30.14449976,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.13,89.36
0.3,2.3,3.61e-05,Background,2.5,0.5,21.46,29.26045454,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.03,88.53
0.7,2.4,9.73e-05,Background,2.5,0.5,21.46,44.16171942,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.44,65.69
0.6,2.4,9.25e-05,Background,2.5,0.5,21.46,42.8338426,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.34,72.48
0.5,2.4,7.78e-05,Background,2.5,0.5,21.46,41.6634357,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.24,81.28
0.4,2.4,5.55e-05,Background,2.5,0.5,21.46,40.56668331,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.14,89.54
0.3,2.4,3.48e-05,Background,2.5,0.5,21.46,39.55645661,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.04,88.53
0.7,2.0,0.000732861,Kellwasser,2.5,0.5,21.46,7.358802577,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.40,58.44
0.6,2.0,0.000698468,Kellwasser,2.5,0.5,21.46,7.023643775,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.30,67.61
0.5,2.0,0.000594592,Kellwasser,2.5,0.5,21.46,6.725713774,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.20,75.69
0.4,2.0,0.000476324,Kellwasser,2.5,0.5,21.46,6.458761163,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.10,87.8
0.3,2.0,0.000237365,Kellwasser,2.5,0.5,21.46,6.217964255,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.00,88.81
0.7,2.1,0.000681063,Kellwasser,2.5,0.5,21.46,13.92463037,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.41,60.83
0.6,2.1,0.000656089,Kellwasser,2.5,0.5,21.46,13.31171643,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.31,68.99
0.5,2.1,0.000555513,Kellwasser,2.5,0.5,21.46,12.77930642,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.21,76.51
0.4,2.1,0.000433604,Kellwasser,2.5,0.5,21.46,12.31081023,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.11,88.81
0.3,2.1,0.000222676,Kellwasser,2.5,0.5,21.46,11.88460283,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.01,88.72
0.7,2.2,0.000643619,Kellwasser,2.5,0.5,21.46,22.98120671,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.42,62.39
0.6,2.2,0.000617836,Kellwasser,2.5,0.5,21.46,22.10352795,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.32,70.28
0.5,2.2,0.000519029,Kellwasser,2.5,0.5,21.46,21.29646236,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.22,77.43
0.4,2.2,0.000403977,Kellwasser,2.5,0.5,21.46,20.54941615,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.12,89.45
0.3,2.2,0.000184994,Kellwasser,2.5,0.5,21.46,19.87448559,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.02,88.62
0.7,2.3,0.000610281,Kellwasser,2.5,0.5,21.46,33.12572881,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.43,64.31
0.6,2.3,0.000588171,Kellwasser,2.5,0.5,21.46,32.04818495,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.33,71.56
0.5,2.3,0.000490591,Kellwasser,2.5,0.5,21.46,31.06195436,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.23,78.62
0.4,2.3,0.000326377,Kellwasser,2.5,0.5,21.46,30.14449976,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.13,89.36
0.3,2.3,0.000166202,Kellwasser,2.5,0.5,21.46,29.26045454,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.03,88.53
0.7,2.4,0.000582237,Kellwasser,2.5,0.5,21.46,44.16171942,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.44,65.69
0.6,2.4,0.000560598,Kellwasser,2.5,0.5,21.46,42.8338426,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.34,72.48
0.5,2.4,0.000462068,Kellwasser,2.5,0.5,21.46,41.6634357,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.24,81.28
0.4,2.4,0.000305126,Kellwasser,2.5,0.5,21.46,40.56668331,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.14,89.54
0.3,2.4,0.000156565,Kellwasser,2.5,0.5,21.46,39.55645661,Devon370Ma_050xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.04,88.53
1.2,0.5,0.0370715859038057,Background,5.0,0.5,24.06,125.0835630344227,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.0002510501445583,Background,5.0,0.5,24.06,111.49833881063388,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.30,0.0
