pO2,PO4,mscore,State,pCO2,efolding (m),globe_avg_temp (C),dissolved_O2_sur (molkg-1x1E6),file,benthic_anoxia
1.2,0.5,0.069040101,Background,10,0.5,26.68,159.4692294,250109.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.069066691,Background,10,0.5,26.68,144.5160742,250109.pO2xPO4_5x5a.dat.30,0.0
1.0,0.5,0.06909934,Background,10,0.5,26.68,129.9221476,250109.pO2xPO4_5x5a.dat.20,0.0
0.9,0.5,0.069140504,Background,10,0.5,26.68,115.9043168,250109.pO2xPO4_5x5a.dat.10,0.0
0.8,0.5,0.069194242,Background,10,0.5,26.68,102.7115577,250109.pO2xPO4_5x5a.dat.00,0.0
1.2,0.6,0.070913833,Background,10,0.5,26.68,182.2131744,250109.pO2xPO4_5x5a.dat.41,0.0
1.1,0.6,0.070962993,Background,10,0.5,26.68,167.2402577,250109.pO2xPO4_5x5a.dat.31,0.0
1.0,0.6,0.07102651,Background,10,0.5,26.68,152.576511,250109.pO2xPO4_5x5a.dat.21,0.0
0.9,0.6,0.074001889,Background,10,0.5,26.68,138.319665,250109.pO2xPO4_5x5a.dat.11,0.0
0.8,0.6,0.069169601,Background,10,0.5,26.68,124.6912434,250109.pO2xPO4_5x5a.dat.01,0.09
1.2,0.7,0.075396391,Background,10,0.5,26.68,204.9571049,250109.pO2xPO4_5x5a.dat.42,0.0
1.1,0.7,0.074973947,Background,10,0.5,26.68,189.9808121,250109.pO2xPO4_5x5a.dat.32,0.09
1.0,0.7,0.070749683,Background,10,0.5,26.68,175.2609387,250109.pO2xPO4_5x5a.dat.22,0.09
0.9,0.7,0.0733141,Background,10,0.5,26.68,160.8799939,250109.pO2xPO4_5x5a.dat.12,0.18
0.8,0.7,0.046781744,Background,10,0.5,26.68,147.0044954,250109.pO2xPO4_5x5a.dat.02,0.55
1.2,0.8,0.071792935,Background,10,0.5,26.68,227.7010062,250109.pO2xPO4_5x5a.dat.43,0.09
1.1,0.8,0.074289711,Background,10,0.5,26.68,212.7246553,250109.pO2xPO4_5x5a.dat.33,0.18
1.0,0.8,0.043785502,Background,10,0.5,26.68,197.9688968,250109.pO2xPO4_5x5a.dat.23,0.55
0.9,0.8,0.023270508,Background,10,0.5,26.68,183.5335133,250109.pO2xPO4_5x5a.dat.13,0.73
0.8,0.8,0.033260788,Background,10,0.5,26.68,169.4634557,250109.pO2xPO4_5x5a.dat.03,1.1
1.2,0.9,0.050199964,Background,10,0.5,26.68,250.444893,250109.pO2xPO4_5x5a.dat.44,0.55
1.1,0.9,0.02880502,Background,10,0.5,26.68,235.4685857,250109.pO2xPO4_5x5a.dat.34,0.73
1.0,0.9,0.006147045,Background,10,0.5,26.68,220.6958306,250109.pO2xPO4_5x5a.dat.24,0.82
0.9,0.9,0.114272279,Background,10,0.5,26.68,206.2118438,250109.pO2xPO4_5x5a.dat.14,1.1
0.8,0.9,0.137966098,Background,10,0.5,26.68,192.0415525,250109.pO2xPO4_5x5a.dat.04,1.74
1.2,0.5,0.016517032,Kellwasser,10,0.5,26.68,159.4692294,250109.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.016522398,Kellwasser,10,0.5,26.68,144.5160742,250109.pO2xPO4_5x5a.dat.30,0.0
1.0,0.5,0.016528918,Kellwasser,10,0.5,26.68,129.9221476,250109.pO2xPO4_5x5a.dat.20,0.0
0.9,0.5,0.016537201,Kellwasser,10,0.5,26.68,115.9043168,250109.pO2xPO4_5x5a.dat.10,0.0
0.8,0.5,0.016548183,Kellwasser,10,0.5,26.68,102.7115577,250109.pO2xPO4_5x5a.dat.00,0.0
1.2,0.6,0.017315231,Kellwasser,10,0.5,26.68,182.2131744,250109.pO2xPO4_5x5a.dat.41,0.0
1.1,0.6,0.017326049,Kellwasser,10,0.5,26.68,167.2402577,250109.pO2xPO4_5x5a.dat.31,0.0
1.0,0.6,0.017340147,Kellwasser,10,0.5,26.68,152.576511,250109.pO2xPO4_5x5a.dat.21,0.0
0.9,0.6,0.017371611,Kellwasser,10,0.5,26.68,138.319665,250109.pO2xPO4_5x5a.dat.11,0.0
0.8,0.6,0.018081508,Kellwasser,10,0.5,26.68,124.6912434,250109.pO2xPO4_5x5a.dat.01,0.09
1.2,0.7,0.018126883,Kellwasser,10,0.5,26.68,204.9571049,250109.pO2xPO4_5x5a.dat.42,0.0
1.1,0.7,0.018454418,Kellwasser,10,0.5,26.68,189.9808121,250109.pO2xPO4_5x5a.dat.32,0.09
1.0,0.7,0.01925091,Kellwasser,10,0.5,26.68,175.2609387,250109.pO2xPO4_5x5a.dat.22,0.09
0.9,0.7,0.019866211,Kellwasser,10,0.5,26.68,160.8799939,250109.pO2xPO4_5x5a.dat.12,0.18
0.8,0.7,0.021512352,Kellwasser,10,0.5,26.68,147.0044954,250109.pO2xPO4_5x5a.dat.02,0.55
1.2,0.8,0.02020009,Kellwasser,10,0.5,26.68,227.7010062,250109.pO2xPO4_5x5a.dat.43,0.09
1.1,0.8,0.020803063,Kellwasser,10,0.5,26.68,212.7246553,250109.pO2xPO4_5x5a.dat.33,0.18
1.0,0.8,0.022154109,Kellwasser,10,0.5,26.68,197.9688968,250109.pO2xPO4_5x5a.dat.23,0.55
0.9,0.8,0.023654615,Kellwasser,10,0.5,26.68,183.5335133,250109.pO2xPO4_5x5a.dat.13,0.73
0.8,0.8,0.024498445,Kellwasser,10,0.5,26.68,169.4634557,250109.pO2xPO4_5x5a.dat.03,1.1
1.2,0.9,0.022663106,Kellwasser,10,0.5,26.68,250.444893,250109.pO2xPO4_5x5a.dat.44,0.55
1.1,0.9,0.024144222,Kellwasser,10,0.5,26.68,235.4685857,250109.pO2xPO4_5x5a.dat.34,0.73
1.0,0.9,0.025680694,Kellwasser,10,0.5,26.68,220.6958306,250109.pO2xPO4_5x5a.dat.24,0.82
0.9,0.9,0.024980418,Kellwasser,10,0.5,26.68,206.2118438,250109.pO2xPO4_5x5a.dat.14,1.1
0.8,0.9,0.113528221,Kellwasser,10,0.5,26.68,192.0415525,250109.pO2xPO4_5x5a.dat.04,1.74
1.2,1.0,0.0028036508917153,Background,10,0.5,26.68,91.08202357310802,250109.pO2xPO4_5x5b.dat.40,0.82
1.1,1.0,0.0606544954808275,Background,10,0.5,26.68,82.39946328103542,250109.pO2xPO4_5x5b.dat.30,1.19
1.0,1.0,0.0869861941082566,Background,10,0.5,26.68,75.95313945785165,250109.pO2xPO4_5x5b.dat.20,1.46
0.9,1.0,0.2094771242680562,Background,10,0.5,26.68,70.77117334119976,250109.pO2xPO4_5x5b.dat.10,1.92
0.8,1.0,0.1293209699425771,Background,10,0.5,26.68,66.49350689258426,250109.pO2xPO4_5x5b.dat.00,2.93
1.2,1.1,0.1167513438756149,Background,10,0.5,26.68,111.9589142035693,250109.pO2xPO4_5x5b.dat.41,1.1
1.1,1.1,0.0444534905668557,Background,10,0.5,26.68,100.91776493936776,250109.pO2xPO4_5x5b.dat.31,1.65
1.0,1.1,0.1828197964698536,Background,10,0.5,26.68,92.62526873499156,250109.pO2xPO4_5x5b.dat.21,2.1
0.9,1.1,0.1144669306027221,Background,10,0.5,26.68,86.22975292382762,250109.pO2xPO4_5x5b.dat.11,3.02
0.8,1.1,0.0833460557369968,Background,10,0.5,26.68,80.99499973468482,250109.pO2xPO4_5x5b.dat.01,4.57
1.2,1.2,0.0828800476725795,Background,10,0.5,26.68,133.75544222071767,250109.pO2xPO4_5x5b.dat.42,1.83
1.1,1.2,0.1585875232281913,Background,10,0.5,26.68,121.46861990913747,250109.pO2xPO4_5x5b.dat.32,2.29
1.0,1.2,0.1235874634192303,Background,10,0.5,26.68,110.980290628504,250109.pO2xPO4_5x5b.dat.22,3.47
0.9,1.2,0.0769628409240344,Background,10,0.5,26.68,102.98314737156034,250109.pO2xPO4_5x5b.dat.12,4.66
0.8,1.2,0.0539479109978048,Background,10,0.5,26.68,96.63627861300483,250109.pO2xPO4_5x5b.dat.02,7.22
1.2,1.3,0.1283125201505617,Background,10,0.5,26.68,155.93745047226548,250109.pO2xPO4_5x5b.dat.43,2.29
1.1,1.3,0.1095636631282493,Background,10,0.5,26.68,143.06984667200595,250109.pO2xPO4_5x5b.dat.33,3.66
1.0,1.3,0.0700502592001438,Background,10,0.5,26.68,131.22263771947473,250109.pO2xPO4_5x5b.dat.23,4.66
0.9,1.3,0.0467793296616738,Background,10,0.5,26.68,121.23702617827804,250109.pO2xPO4_5x5b.dat.13,7.22
0.8,1.3,0.0343165992155324,Background,10,0.5,26.68,113.475565740373,250109.pO2xPO4_5x5b.dat.03,7.95
1.2,1.4,0.0980918414195057,Background,10,0.5,26.68,178.32736193668097,250109.pO2xPO4_5x5b.dat.44,3.56
1.1,1.4,0.0635753440167224,Background,10,0.5,26.68,165.12171714566648,250109.pO2xPO4_5x5b.dat.34,4.75
1.0,1.4,0.0431529083203847,Background,10,0.5,26.68,152.62977103702724,250109.pO2xPO4_5x5b.dat.24,7.13
0.9,1.4,0.0323901514286852,Background,10,0.5,26.68,141.22406719252467,250109.pO2xPO4_5x5b.dat.14,7.59
0.8,1.4,0.0253488622272728,Background,10,0.5,26.68,131.6735433647409,250109.pO2xPO4_5x5b.dat.04,9.32
1.2,1.0,0.0265778937756961,Kellwasser,10,0.5,26.68,91.08202357310802,250109.pO2xPO4_5x5b.dat.40,0.82
1.1,1.0,0.0252419231302042,Kellwasser,10,0.5,26.68,82.39946328103542,250109.pO2xPO4_5x5b.dat.30,1.19
1.0,1.0,0.049175372043609,Kellwasser,10,0.5,26.68,75.95313945785165,250109.pO2xPO4_5x5b.dat.20,1.46
0.9,1.0,0.2214228884389103,Kellwasser,10,0.5,26.68,70.77117334119976,250109.pO2xPO4_5x5b.dat.10,1.92
0.8,1.0,0.5052122124021091,Kellwasser,10,0.5,26.68,66.49350689258426,250109.pO2xPO4_5x5b.dat.00,2.93
1.2,1.1,0.0248127011361924,Kellwasser,10,0.5,26.68,111.9589142035693,250109.pO2xPO4_5x5b.dat.41,1.1
1.1,1.1,0.0569348663897281,Kellwasser,10,0.5,26.68,100.91776493936776,250109.pO2xPO4_5x5b.dat.31,1.65
1.0,1.1,0.2796376369686568,Kellwasser,10,0.5,26.68,92.62526873499156,250109.pO2xPO4_5x5b.dat.21,2.1
0.9,1.1,0.5579771447963838,Kellwasser,10,0.5,26.68,86.22975292382762,250109.pO2xPO4_5x5b.dat.11,3.02
0.8,1.1,0.6073365811270276,Kellwasser,10,0.5,26.68,80.99499973468482,250109.pO2xPO4_5x5b.dat.01,4.57
1.2,1.2,0.1328708680221464,Kellwasser,10,0.5,26.68,133.75544222071767,250109.pO2xPO4_5x5b.dat.42,1.83
1.1,1.2,0.3403007771076333,Kellwasser,10,0.5,26.68,121.46861990913747,250109.pO2xPO4_5x5b.dat.32,2.29
1.0,1.2,0.6397340692520906,Kellwasser,10,0.5,26.68,110.980290628504,250109.pO2xPO4_5x5b.dat.22,3.47
0.9,1.2,0.5825852198802669,Kellwasser,10,0.5,26.68,102.98314737156034,250109.pO2xPO4_5x5b.dat.12,4.66
0.8,1.2,0.3421485356506847,Kellwasser,10,0.5,26.68,96.63627861300483,250109.pO2xPO4_5x5b.dat.02,7.22
1.2,1.3,0.4865536900171416,Kellwasser,10,0.5,26.68,155.93745047226548,250109.pO2xPO4_5x5b.dat.43,2.29
1.1,1.3,0.6495726875960333,Kellwasser,10,0.5,26.68,143.06984667200595,250109.pO2xPO4_5x5b.dat.33,3.66
1.0,1.3,0.5488380426124199,Kellwasser,10,0.5,26.68,131.22263771947473,250109.pO2xPO4_5x5b.dat.23,4.66
0.9,1.3,0.3640238989734116,Kellwasser,10,0.5,26.68,121.23702617827804,250109.pO2xPO4_5x5b.dat.13,7.22
0.8,1.3,0.1834847212101848,Kellwasser,10,0.5,26.68,113.475565740373,250109.pO2xPO4_5x5b.dat.03,7.95
1.2,1.4,0.6468385345788056,Kellwasser,10,0.5,26.68,178.32736193668097,250109.pO2xPO4_5x5b.dat.44,3.56
1.1,1.4,0.512313461385685,Kellwasser,10,0.5,26.68,165.12171714566648,250109.pO2xPO4_5x5b.dat.34,4.75
1.0,1.4,0.3349960696690983,Kellwasser,10,0.5,26.68,152.62977103702724,250109.pO2xPO4_5x5b.dat.24,7.13
0.9,1.4,0.1729519525052333,Kellwasser,10,0.5,26.68,141.22406719252467,250109.pO2xPO4_5x5b.dat.14,7.59
0.8,1.4,0.1068018548478618,Kellwasser,10,0.5,26.68,131.6735433647409,250109.pO2xPO4_5x5b.dat.04,9.32
1.2,1.5,0.060820112,Background,10,0.5,26.68,62.82250251,250109.pO2xPO4_5x5c.dat.40,4.84
1.1,1.5,0.03920924,Background,10,0.5,26.68,59.63547301,250109.pO2xPO4_5x5c.dat.30,6.86
1.0,1.5,0.029320724,Background,10,0.5,26.68,56.79879905,250109.pO2xPO4_5x5c.dat.20,7.5
0.9,1.5,0.024159429,Background,10,0.5,26.68,54.29277371,250109.pO2xPO4_5x5c.dat.10,8.68
0.8,1.5,0.017472914,Background,10,0.5,26.68,52.02748071,250109.pO2xPO4_5x5c.dat.00,13.07
1.2,1.6,0.033866416,Background,10,0.5,26.68,76.60887786,250109.pO2xPO4_5x5c.dat.41,6.67
1.1,1.6,0.02861664,Background,10,0.5,26.68,72.76566612,250109.pO2xPO4_5x5c.dat.31,7.4
1.0,1.6,0.021239306,Background,10,0.5,26.68,69.44717461,250109.pO2xPO4_5x5c.dat.21,8.23
0.9,1.6,0.018105625,Background,10,0.5,26.68,66.48809358,250109.pO2xPO4_5x5c.dat.11,11.24
0.8,1.6,0.013563907,Background,10,0.5,26.68,63.80066043,250109.pO2xPO4_5x5c.dat.01,20.57
1.2,1.7,0.025071418,Background,10,0.5,26.68,91.36772132,250109.pO2xPO4_5x5c.dat.42,7.31
1.1,1.7,0.019341519,Background,10,0.5,26.68,86.87834634,250109.pO2xPO4_5x5c.dat.32,7.95
1.0,1.7,0.016287427,Background,10,0.5,26.68,82.95325824,250109.pO2xPO4_5x5c.dat.22,10.15
0.9,1.7,0.011974906,Background,10,0.5,26.68,79.46975529,250109.pO2xPO4_5x5c.dat.12,16.64
0.8,1.7,0.011737555,Background,10,0.5,26.68,76.40620606,250109.pO2xPO4_5x5c.dat.02,28.43
1.2,1.8,0.017489484,Background,10,0.5,26.68,107.1900333,250109.pO2xPO4_5x5c.dat.43,7.77
1.1,1.8,0.014661208,Background,10,0.5,26.68,101.9074407,250109.pO2xPO4_5x5c.dat.33,8.87
1.0,1.8,0.010987649,Background,10,0.5,26.68,97.31308819,250109.pO2xPO4_5x5c.dat.23,13.71
0.9,1.8,0.00932393,Background,10,0.5,26.68,93.32605987,250109.pO2xPO4_5x5c.dat.13,22.39
0.8,1.8,0.00815526,Background,10,0.5,26.68,89.71161151,250109.pO2xPO4_5x5c.dat.03,36.93
1.2,1.9,0.01294284,Background,10,0.5,26.68,124.107406,250109.pO2xPO4_5x5c.dat.44,8.32
1.1,1.9,0.010972998,Background,10,0.5,26.68,117.8776001,250109.pO2xPO4_5x5c.dat.34,11.7
1.0,1.9,0.008172772,Background,10,0.5,26.68,112.5930503,250109.pO2xPO4_5x5c.dat.24,19.47
0.9,1.9,0.007257543,Background,10,0.5,26.68,107.9300346,250109.pO2xPO4_5x5c.dat.14,29.34
0.8,1.9,0.005062518,Background,10,0.5,26.68,103.8643677,250109.pO2xPO4_5x5c.dat.04,44.88
1.2,1.5,0.476395178,Kellwasser,10,0.5,26.68,62.82250251,250109.pO2xPO4_5x5c.dat.40,4.84
1.1,1.5,0.309337152,Kellwasser,10,0.5,26.68,59.63547301,250109.pO2xPO4_5x5c.dat.30,6.86
1.0,1.5,0.18189137,Kellwasser,10,0.5,26.68,56.79879905,250109.pO2xPO4_5x5c.dat.20,7.5
0.9,1.5,0.104696224,Kellwasser,10,0.5,26.68,54.29277371,250109.pO2xPO4_5x5c.dat.10,8.68
0.8,1.5,0.060561571,Kellwasser,10,0.5,26.68,52.02748071,250109.pO2xPO4_5x5c.dat.00,13.07
1.2,1.6,0.279671021,Kellwasser,10,0.5,26.68,76.60887786,250109.pO2xPO4_5x5c.dat.41,6.67
1.1,1.6,0.168782993,Kellwasser,10,0.5,26.68,72.76566612,250109.pO2xPO4_5x5c.dat.31,7.4
1.0,1.6,0.097907101,Kellwasser,10,0.5,26.68,69.44717461,250109.pO2xPO4_5x5c.dat.21,8.23
0.9,1.6,0.060621872,Kellwasser,10,0.5,26.68,66.48809358,250109.pO2xPO4_5x5c.dat.11,11.24
0.8,1.6,0.036426481,Kellwasser,10,0.5,26.68,63.80066043,250109.pO2xPO4_5x5c.dat.01,20.57
1.2,1.7,0.146149112,Kellwasser,10,0.5,26.68,91.36772132,250109.pO2xPO4_5x5c.dat.42,7.31
1.1,1.7,0.090272218,Kellwasser,10,0.5,26.68,86.87834634,250109.pO2xPO4_5x5c.dat.32,7.95
1.0,1.7,0.055126744,Kellwasser,10,0.5,26.68,82.95325824,250109.pO2xPO4_5x5c.dat.22,10.15
0.9,1.7,0.033594083,Kellwasser,10,0.5,26.68,79.46975529,250109.pO2xPO4_5x5c.dat.12,16.64
0.8,1.7,0.014227266,Kellwasser,10,0.5,26.68,76.40620606,250109.pO2xPO4_5x5c.dat.02,28.43
1.2,1.8,0.07808832,Kellwasser,10,0.5,26.68,107.1900333,250109.pO2xPO4_5x5c.dat.43,7.77
1.1,1.8,0.050990615,Kellwasser,10,0.5,26.68,101.9074407,250109.pO2xPO4_5x5c.dat.33,8.87
1.0,1.8,0.029822625,Kellwasser,10,0.5,26.68,97.31308819,250109.pO2xPO4_5x5c.dat.23,13.71
0.9,1.8,0.020150259,Kellwasser,10,0.5,26.68,93.32605987,250109.pO2xPO4_5x5c.dat.13,22.39
0.8,1.8,0.010214904,Kellwasser,10,0.5,26.68,89.71161151,250109.pO2xPO4_5x5c.dat.03,36.93
1.2,1.9,0.044122915,Kellwasser,10,0.5,26.68,124.107406,250109.pO2xPO4_5x5c.dat.44,8.32
1.1,1.9,0.029373121,Kellwasser,10,0.5,26.68,117.8776001,250109.pO2xPO4_5x5c.dat.34,11.7
1.0,1.9,0.017534791,Kellwasser,10,0.5,26.68,112.5930503,250109.pO2xPO4_5x5c.dat.24,19.47
0.9,1.9,0.009399354,Kellwasser,10,0.5,26.68,107.9300346,250109.pO2xPO4_5x5c.dat.14,29.34
0.8,1.9,0.005519351,Kellwasser,10,0.5,26.68,103.8643677,250109.pO2xPO4_5x5c.dat.04,44.88
0.7,0.5,0.091744517,Background,10,0.5,26.68,16.91662692,250109.pO2xPO4_5x5d.dat.40,4.39
0.6,0.5,0.056487052,Background,10,0.5,26.68,15.03886506,250109.pO2xPO4_5x5d.dat.30,7.77
0.5,0.5,0.036325849,Background,10,0.5,26.68,13.42330597,250109.pO2xPO4_5x5d.dat.20,8.68
0.4,0.5,0.028986874,Background,10,0.5,26.68,12.07466266,250109.pO2xPO4_5x5d.dat.10,14.72
0.3,0.5,0.014206617,Background,10,0.5,26.68,10.87574128,250109.pO2xPO4_5x5d.dat.00,52.29
0.7,0.6,0.054608682,Background,10,0.5,26.68,28.1459379,250109.pO2xPO4_5x5d.dat.41,7.4
0.6,0.6,0.03703563,Background,10,0.5,26.68,25.39178058,250109.pO2xPO4_5x5d.dat.31,8.41
0.5,0.6,0.024269959,Background,10,0.5,26.68,23.12525248,250109.pO2xPO4_5x5d.dat.21,12.43
0.4,0.6,0.018145662,Background,10,0.5,26.68,21.23307058,250109.pO2xPO4_5x5d.dat.11,33.27
0.3,0.6,0.01106729,Background,10,0.5,26.68,19.55290827,250109.pO2xPO4_5x5d.dat.01,66.36
0.7,0.7,0.036307968,Background,10,0.5,26.68,41.06672714,250109.pO2xPO4_5x5d.dat.42,8.23
0.6,0.7,0.024204393,Background,10,0.5,26.68,37.3461844,250109.pO2xPO4_5x5d.dat.32,10.69
0.5,0.7,0.02310765,Background,10,0.5,26.68,34.33574966,250109.pO2xPO4_5x5d.dat.22,25.87
0.4,0.7,0.012859663,Background,10,0.5,26.68,31.73981167,250109.pO2xPO4_5x5d.dat.12,54.75
0.3,0.7,0.004163096,Background,10,0.5,26.68,29.5276659,250109.pO2xPO4_5x5d.dat.02,72.94
0.7,0.8,0.025799458,Background,10,0.5,26.68,55.75557589,250109.pO2xPO4_5x5d.dat.43,9.6
0.6,0.8,0.0187615,Background,10,0.5,26.68,50.80752089,250109.pO2xPO4_5x5d.dat.33,19.84
0.5,0.8,0.01614097,Background,10,0.5,26.68,46.8523649,250109.pO2xPO4_5x5d.dat.23,43.05
0.4,0.8,0.009649722,Background,10,0.5,26.68,43.56296267,250109.pO2xPO4_5x5d.dat.13,63.8
0.3,0.8,0.001716661,Background,10,0.5,26.68,40.76293044,250109.pO2xPO4_5x5d.dat.03,85.83
0.7,0.9,0.018591698,Background,10,0.5,26.68,72.3031917,250109.pO2xPO4_5x5d.dat.44,15.72
0.6,0.9,0.018118691,Background,10,0.5,26.68,65.79612818,250109.pO2xPO4_5x5d.dat.34,31.17
0.5,0.9,0.010399918,Background,10,0.5,26.68,60.70925883,250109.pO2xPO4_5x5d.dat.24,55.03
0.4,0.9,0.006834557,Background,10,0.5,26.68,56.56157009,250109.pO2xPO4_5x5d.dat.14,69.29
0.3,0.9,0.000412627,Background,10,0.5,26.68,53.07339234,250109.pO2xPO4_5x5d.dat.04,87.66
0.7,0.5,0.626559345,Kellwasser,10,0.5,26.68,16.91662692,250109.pO2xPO4_5x5d.dat.40,4.39
0.6,0.5,0.360128668,Kellwasser,10,0.5,26.68,15.03886506,250109.pO2xPO4_5x5d.dat.30,7.77
0.5,0.5,0.159520087,Kellwasser,10,0.5,26.68,13.42330597,250109.pO2xPO4_5x5d.dat.20,8.68
0.4,0.5,0.051637762,Kellwasser,10,0.5,26.68,12.07466266,250109.pO2xPO4_5x5d.dat.10,14.72
0.3,0.5,0.019612253,Kellwasser,10,0.5,26.68,10.87574128,250109.pO2xPO4_5x5d.dat.00,52.29
0.7,0.6,0.351682169,Kellwasser,10,0.5,26.68,28.1459379,250109.pO2xPO4_5x5d.dat.41,7.4
0.6,0.6,0.188628652,Kellwasser,10,0.5,26.68,25.39178058,250109.pO2xPO4_5x5d.dat.31,8.41
0.5,0.6,0.091095903,Kellwasser,10,0.5,26.68,23.12525248,250109.pO2xPO4_5x5d.dat.21,12.43
0.4,0.6,0.023752498,Kellwasser,10,0.5,26.68,21.23307058,250109.pO2xPO4_5x5d.dat.11,33.27
0.3,0.6,0.011849538,Kellwasser,10,0.5,26.68,19.55290827,250109.pO2xPO4_5x5d.dat.01,66.36
0.7,0.7,0.19191156,Kellwasser,10,0.5,26.68,41.06672714,250109.pO2xPO4_5x5d.dat.42,8.23
0.6,0.7,0.100370171,Kellwasser,10,0.5,26.68,37.3461844,250109.pO2xPO4_5x5d.dat.32,10.69
0.5,0.7,0.033002161,Kellwasser,10,0.5,26.68,34.33574966,250109.pO2xPO4_5x5d.dat.22,25.87
0.4,0.7,0.012577744,Kellwasser,10,0.5,26.68,31.73981167,250109.pO2xPO4_5x5d.dat.12,54.75
0.3,0.7,0.004241456,Kellwasser,10,0.5,26.68,29.5276659,250109.pO2xPO4_5x5d.dat.02,72.94
0.7,0.8,0.102027328,Kellwasser,10,0.5,26.68,55.75557589,250109.pO2xPO4_5x5d.dat.43,9.6
0.6,0.8,0.059766333,Kellwasser,10,0.5,26.68,50.80752089,250109.pO2xPO4_5x5d.dat.33,19.84
0.5,0.8,0.016572983,Kellwasser,10,0.5,26.68,46.8523649,250109.pO2xPO4_5x5d.dat.23,43.05
0.4,0.8,0.008985862,Kellwasser,10,0.5,26.68,43.56296267,250109.pO2xPO4_5x5d.dat.13,63.8
0.3,0.8,0.001663043,Kellwasser,10,0.5,26.68,40.76293044,250109.pO2xPO4_5x5d.dat.03,85.83
0.7,0.9,0.060403094,Kellwasser,10,0.5,26.68,72.3031917,250109.pO2xPO4_5x5d.dat.44,15.72
0.6,0.9,0.020605387,Kellwasser,10,0.5,26.68,65.79612818,250109.pO2xPO4_5x5d.dat.34,31.17
0.5,0.9,0.00944632,Kellwasser,10,0.5,26.68,60.70925883,250109.pO2xPO4_5x5d.dat.24,55.03
0.4,0.9,0.006049924,Kellwasser,10,0.5,26.68,56.56157009,250109.pO2xPO4_5x5d.dat.14,69.29
0.3,0.9,0.000305413,Kellwasser,10,0.5,26.68,53.07339234,250109.pO2xPO4_5x5d.dat.04,87.66
0.7,1.0,0.0174391428884201,Background,10,0.5,26.68,9.77269337454345,250109.pO2xPO4_5x5e.dat.40,24.31
0.6,1.0,0.0121775143729681,Background,10,0.5,26.68,8.843604518915527,250109.pO2xPO4_5x5e.dat.30,45.52
0.5,1.0,0.0072745896512436,Background,10,0.5,26.68,8.0798508861335,250109.pO2xPO4_5x5e.dat.20,61.88
0.4,1.0,0.0018567481152954,Background,10,0.5,26.68,7.458107575075701,250109.pO2xPO4_5x5e.dat.10,72.76
0.3,1.0,7.2178128514342e-05,Background,10,0.5,26.68,6.93840183885186,250109.pO2xPO4_5x5e.dat.00,89.4
0.7,1.1,0.0127792746332941,Background,10,0.5,26.68,18.100763554684814,250109.pO2xPO4_5x5e.dat.41,34.73
0.6,1.1,0.0075060851411735,Background,10,0.5,26.68,16.827309082145803,250109.pO2xPO4_5x5e.dat.31,53.93
0.5,1.1,0.0049462449454941,Background,10,0.5,26.68,15.66069113323465,250109.pO2xPO4_5x5e.dat.21,66.18
0.4,1.1,0.0002321067815801,Background,10,0.5,26.68,14.5573267218424,250109.pO2xPO4_5x5e.dat.11,75.78
0.3,1.1,2.352987165227377e-05,Background,10,0.5,26.68,13.574402146332432,250109.pO2xPO4_5x5e.dat.01,89.21
0.7,1.2,0.0084052487067143,Background,10,0.5,26.68,27.63714292086661,250109.pO2xPO4_5x5e.dat.42,45.61
0.6,1.2,0.0050263505490549,Background,10,0.5,26.68,25.92784221633337,250109.pO2xPO4_5x5e.dat.32,59.6
0.5,1.2,0.002857025933652,Background,10,0.5,26.68,24.41471406200435,250109.pO2xPO4_5x5e.dat.22,68.92
0.4,1.2,2.9785860855957032e-05,Background,10,0.5,26.68,23.07923205080442,250109.pO2xPO4_5x5e.dat.12,85.65
0.3,1.2,1.7433443019787028e-05,Background,10,0.5,26.68,21.87180143664591,250109.pO2xPO4_5x5e.dat.02,90.68
0.7,1.3,0.0051113828967516,Background,10,0.5,26.68,38.29287379630841,250109.pO2xPO4_5x5e.dat.43,52.29
0.6,1.3,0.0029041893732007,Background,10,0.5,26.68,36.131852539256215,250109.pO2xPO4_5x5e.dat.33,63.62
0.5,1.3,0.0001172741068605,Background,10,0.5,26.68,34.2383464158047,250109.pO2xPO4_5x5e.dat.23,72.49
0.4,1.3,2.253834742967032e-05,Background,10,0.5,26.68,32.53836257499643,250109.pO2xPO4_5x5e.dat.13,86.65
0.3,1.3,1.6901161884580695e-05,Background,10,0.5,26.68,30.97818625974469,250109.pO2xPO4_5x5e.dat.03,90.59
0.7,1.4,0.0028021394686589,Background,10,0.5,26.68,50.0476271554362,250109.pO2xPO4_5x5e.dat.44,57.5
0.6,1.4,0.0010467556526562,Background,10,0.5,26.68,47.41362135973759,250109.pO2xPO4_5x5e.dat.34,66.54
0.5,1.4,2.7344984085390187e-05,Background,10,0.5,26.68,45.05564720602706,250109.pO2xPO4_5x5e.dat.24,74.22
0.4,1.4,2.1107366336329605e-05,Background,10,0.5,26.68,42.952971853083,250109.pO2xPO4_5x5e.dat.14,87.75
0.3,1.4,1.6862522427768864e-05,Background,10,0.5,26.68,41.05956759303808,250109.pO2xPO4_5x5e.dat.04,90.31
0.7,1.0,0.0206567927934172,Kellwasser,10,0.5,26.68,9.77269337454345,250109.pO2xPO4_5x5e.dat.40,24.31
