,index,pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,O2_change,rmse
172,171,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.12,7.06,0.5,0.1,-7.0,5.23,0.0,-3.2044481,14.007587223762608
103,102,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.12,7.06,0.5,0.1,-7.0,5.23,0.0,-3.2044481,14.007587223762608
135,134,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.7,0.1,-5.88,14.13,0.0,-94.0475438,14.031269621082913
204,203,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.7,0.1,-5.88,14.13,0.0,-94.0475438,14.031269621082913
336,335,0.9,1.0,0.356375169,Background,2.5,1.0,21.46,83.33381993,251103.pO2xPO4_5x5b.dat.10,3.94,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.5,0.1,-4.4,8.9,0.0,-3.28761234,14.061861818361406
138,137,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.7,0.1,-7.0,11.01,0.25,-86.09274661,14.12066246141497
207,206,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.7,0.1,-7.0,11.01,0.25,-86.09274661,14.12066246141497
376,375,1.0,1.1,0.393150484,Background,2.5,1.0,21.46,107.1565566,251103.pO2xPO4_5x5b.dat.21,3.94,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.6,0.1,-4.4,9.73,0.0,13.0845656,14.128827577837603
115,114,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.4,0.66094357,Kellwasser,1.0,0.75,18.18,169.6706604,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.14,14.68,0.7,0.1,-5.88,12.85,0.0,39.1523936,14.135816928893426
114,113,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.3,0.66094357,Kellwasser,1.0,0.75,18.18,145.8663173,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.13,14.68,0.6,0.1,-5.88,12.85,0.0,15.3480505,14.135816928893426
184,183,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.4,0.66094357,Kellwasser,1.0,0.75,18.18,169.6706604,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.14,14.68,0.7,0.1,-5.88,12.85,0.0,39.1523936,14.135816928893426
183,182,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.3,0.66094357,Kellwasser,1.0,0.75,18.18,145.8663173,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.13,14.68,0.6,0.1,-5.88,12.85,0.0,15.3480505,14.135816928893426
42,41,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.9,0.0,-5.88,11.56,0.25,-90.8712682,14.143578357000354
55,54,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.41,6.7,0.6,0.1,-4.4,5.32,0.0,12.57583063,14.146404575588614
123,122,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.5,0.0,-7.0,6.43,0.0,-16.6135723,14.236332984726698
192,191,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.5,0.0,-7.0,6.43,0.0,-16.6135723,14.236332984726698
274,273,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.7,0.0,-5.88,10.46,0.0,32.3043496,14.364250479732293
447,446,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.5,0.0,-5.88,8.53,-0.25,-11.11444726,14.368974888346695
235,234,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.8,0.1,-7.0,11.56,0.25,-83.309671,14.424327935548526
166,165,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.8,0.1,-7.0,11.56,0.25,-83.309671,14.424327935548526
463,462,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.5,0.0,-5.88,6.33,-0.25,-9.3587951,14.608120705476711
356,355,1.1,1.1,0.416669591,Background,2.5,1.0,21.46,113.6966021,251103.pO2xPO4_5x5b.dat.31,3.85,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,0.8,0.1,-4.4,6.79,0.0,56.5335358,14.616628723544654
354,353,1.1,1.1,0.416669591,Background,2.5,1.0,21.46,113.6966021,251103.pO2xPO4_5x5b.dat.31,3.85,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.7,0.1,-4.4,6.79,0.0,33.1699848,14.616628723544654
258,257,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.6,0.0,-7.0,7.8,0.25,23.43014057,14.655533503349462
30,29,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,7.98,0.7,-0.1,-7.0,6.79,0.25,-129.1858498,14.685649165036251
164,163,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.6,0.0,-7.0,10.73,0.25,-123.5045856,14.701741794275621
233,232,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.6,0.0,-7.0,10.73,0.25,-123.5045856,14.701741794275621
215,214,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,7.98,0.7,0.1,-7.0,5.87,0.0,-108.7770215,14.780635653734484
146,145,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,7.98,0.7,0.1,-7.0,5.87,0.0,-108.7770215,14.780635653734484
104,103,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,11.01,0.5,0.0,-7.0,9.18,0.0,-8.6896689,14.792360740033098
173,172,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,11.01,0.5,0.0,-7.0,9.18,0.0,-8.6896689,14.792360740033098
243,242,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.42,7.34,0.7,0.1,-7.0,5.05,0.0,39.49488747,14.860164530735124
124,123,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.6,0.1,-7.0,5.97,0.0,17.7352195,14.86398445630298
193,192,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.6,0.1,-7.0,5.97,0.0,17.7352195,14.86398445630298
252,251,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.6,0.0,-5.88,9.91,0.0,13.87938391,14.90449579185739
27,26,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.5,0.590360128,Kellwasser,0.75,0.75,17.06,77.98270963,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.30,7.06,0.6,-0.1,-7.0,5.87,0.25,-145.9769119,14.91776379153684
105,104,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.6,0.1,-7.0,6.43,0.0,19.0071151,14.92914236404713
174,173,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.6,0.1,-7.0,6.43,0.0,19.0071151,14.92914236404713
38,37,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.2,1.6,0.634581795,Kellwasser,1.0,0.75,18.18,95.13406258,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.41,7.34,0.7,0.0,-5.88,6.15,0.25,-128.8255589,15.195472649768087
121,120,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.12,7.06,0.4,0.0,-7.0,5.23,0.0,-38.8251355,15.198534708110165
190,189,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.2,0.721538316,Kellwasser,0.75,0.75,17.06,127.3138187,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.12,7.06,0.4,0.0,-7.0,5.23,0.0,-38.8251355,15.198534708110165
175,174,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.7,0.1,-7.0,9.64,0.0,43.2120869,15.315348471616211
106,105,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.7,0.1,-7.0,9.64,0.0,43.2120869,15.315348471616211
410,409,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.6,0.1,-4.4,6.79,0.0,10.7758097,15.352241989846682
412,411,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,0.7,0.1,-4.4,6.79,0.0,34.1393607,15.352241989846682
171,170,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.01,7.8,0.4,0.0,-7.0,5.97,0.0,-28.1432076,15.354883535145374
102,101,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.01,7.8,0.4,0.0,-7.0,5.97,0.0,-28.1432076,15.354883535145374
264,263,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,7.98,0.5,-0.1,-7.0,5.69,0.0,-6.01023199,15.368438755912218
77,76,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.8,0.1,-4.4,9.26,0.25,61.02593764,15.402982230387854
78,77,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,0.9,0.1,-4.4,9.26,0.25,84.38948864,15.402982230387854
156,155,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.6,0.0,-5.88,13.85,0.0,-131.4593828,15.466483917241902
225,224,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.6,0.0,-5.88,13.85,0.0,-131.4593828,15.466483917241902
320,319,1.0,1.0,0.371971628,Background,2.5,1.0,21.46,87.83979865,251103.pO2xPO4_5x5b.dat.20,2.75,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.6,0.1,-4.4,7.34,0.0,13.12497625,15.545656947561175
126,125,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.7,0.1,-7.0,6.7,0.0,-90.88551448,15.552278563705352
195,194,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.7,0.1,-7.0,6.7,0.0,-90.88551448,15.552278563705352
241,240,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.5,-0.1,-7.0,6.24,0.0,-2.28119461,15.618260945380964
159,158,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.8,0.2,-5.88,7.8,0.0,-90.1073872,15.6947669924971
228,227,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.8,0.2,-5.88,7.8,0.0,-90.1073872,15.6947669924971
291,290,0.9,0.9,0.351258549,Background,2.5,1.0,21.46,217.7454153,251103.pO2xPO4_5x5a.dat.14,2.84,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.6,0.1,-3.28,13.12,-0.25,-145.6540049,15.737059235391435
471,470,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.1,1.8,0.429420913,Kellwasser,0.75,1.0,17.06,141.0442492,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.33,18.35,0.6,-0.1,-7.0,14.77,0.0,18.2420481,15.753281424875757
374,373,1.0,1.1,0.393150484,Background,2.5,1.0,21.46,107.1565566,251103.pO2xPO4_5x5b.dat.21,3.94,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.5,0.1,-4.4,6.15,0.0,-6.1917817,15.768103990475513
28,27,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.6,-0.2,-7.0,7.34,0.25,-148.7061818,15.778271250943238
272,271,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.6,0.0,-5.88,7.62,0.0,12.6594023,15.790365792279857
40,39,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.8,0.0,-5.88,8.72,0.25,-110.5162155,15.805823920222378
249,248,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.1,1.5,0.646946866,Kellwasser,1.0,0.75,18.18,74.9922765,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.30,7.98,0.5,0.0,-5.88,5.69,0.0,-2.54235783,15.837629705890945
438,437,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.6,-0.1,-7.0,11.1,0.0,10.695665,15.872885400281781
270,269,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.2,1.6,0.634581795,Kellwasser,1.0,0.75,18.18,95.13406258,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.41,7.34,0.5,0.0,-5.88,5.05,0.0,-5.64994112,16.001776956254208
226,225,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.6,0.634581795,Kellwasser,1.0,0.75,18.18,95.13406258,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.41,7.34,0.7,0.2,-5.88,5.23,0.0,-108.4167306,16.109753847602093
157,156,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.6,0.634581795,Kellwasser,1.0,0.75,18.18,95.13406258,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.41,7.34,0.7,0.2,-5.88,5.23,0.0,-108.4167306,16.109753847602093
