,index,pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,O2_change,rmse
239,238,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.4,-0.1,-7.0,5.51,0.0,106.3395394,16.124713845465305
137,136,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.3,0.503735592,Kellwasser,0.75,1.0,17.06,161.3606291,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,11.56,0.5,0.0,-7.0,9.73,0.25,-4.7783251,16.213062957012603
206,205,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.3,0.503735592,Kellwasser,0.75,1.0,17.06,161.3606291,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,11.56,0.5,0.0,-7.0,9.73,0.25,-4.7783251,16.213062957012603
332,331,0.9,1.0,0.356375169,Background,2.5,1.0,21.46,83.33381993,251103.pO2xPO4_5x5b.dat.10,3.94,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.5,0.1,-3.28,12.02,-0.25,-11.24240953,16.27516534832151
45,44,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.8,-0.1,-7.0,12.48,0.5,-103.7184993,16.300770636220427
277,276,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.6,-0.1,-7.0,11.38,0.25,19.4571185,16.4297326915414
213,212,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.5,-0.1,-7.0,9.36,0.0,-29.8204395,16.504541735039236
144,143,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.5,-0.1,-7.0,9.36,0.0,-29.8204395,16.504541735039236
263,262,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.4,-0.2,-7.0,6.24,0.0,-25.53056398,16.594598115007976
469,468,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.5,-0.1,-7.0,10.09,0.0,-2.5610789,16.614874486972603
26,25,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.5,-0.2,-7.0,6.61,0.25,-40.0854478,16.733826191245083
186,185,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1.0,17.06,130.6640625,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,15.69,0.5,0.0,-7.0,13.86,0.25,0.1457957,16.789113061395486
117,116,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1.0,17.06,130.6640625,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,15.69,0.5,0.0,-7.0,13.86,0.25,0.1457957,16.789113061395486
142,141,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.4,-0.1,-7.0,6.15,0.0,-54.0254113,16.80647120920049
211,210,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.4,-0.1,-7.0,6.15,0.0,-54.0254113,16.80647120920049
44,43,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.7,-0.1,-7.0,8.9,0.5,-122.9948466,16.81088871132053
455,454,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,1.0,1.6,0.575716022,Kellwasser,0.75,1.0,17.06,97.3596907,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.21,18.07,0.5,-0.1,-7.0,14.4,0.0,-5.1687748,16.863979863670803
276,275,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.5,-0.1,-7.0,7.8,0.25,0.1807712,16.879067917789033
35,34,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.2,1.5,0.627748193,Kellwasser,1.0,0.75,18.18,78.00653839,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.40,6.61,0.6,0.0,-5.88,5.42,0.25,-145.9530831,16.910386325112032
153,152,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.5,0.0,-5.88,8.99,0.0,-23.8486245,16.934090945753557
222,221,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.5,0.0,-5.88,8.99,0.0,-23.8486245,16.934090945753557
161,160,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.9,0.2,-5.88,10.64,0.0,-70.4624399,17.041539887359363
230,229,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.9,0.2,-5.88,10.64,0.0,-70.4624399,17.041539887359363
262,261,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.3,-0.2,-7.0,5.51,0.0,83.09017,17.1532457393308
467,466,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.4,-0.1,-7.0,6.51,0.0,-21.8374262,17.17310560219959
236,235,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.9,0.2,-7.0,8.53,0.25,-56.6842063,17.180825256689644
167,166,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.9,0.2,-7.0,8.53,0.25,-56.6842063,17.180825256689644
168,167,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,1.0,0.2,-7.0,8.53,0.25,-33.3206553,17.180825256689644
237,236,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,1.0,0.2,-7.0,8.53,0.25,-33.3206553,17.180825256689644
312,311,1.0,1.0,0.371971628,Background,2.5,1.0,21.46,87.83979865,251103.pO2xPO4_5x5b.dat.20,2.75,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.6,0.1,-3.28,9.45,-0.25,3.57421959,17.44720766474197
220,219,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.3,0.679021468,Kellwasser,1.0,0.75,18.18,154.1479141,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.23,7.52,0.4,0.0,-5.88,5.41,0.0,-49.4028791,17.48744469689933
151,150,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.0,1.3,0.679021468,Kellwasser,1.0,0.75,18.18,154.1479141,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.23,7.52,0.4,0.0,-5.88,5.41,0.0,-49.4028791,17.48744469689933
257,256,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.5,-0.1,-7.0,10.55,0.25,2.51157326,17.50858769124959
169,168,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.1,0.512140493,Kellwasser,1.0,0.5,18.18,94.47151388,Devon370Ma_050xRemin_1xpCO2.pO2xPO4_5x5b.dat.01,8.26,0.4,0.0,-5.88,6.43,-0.25,-36.04675292,17.51019986649596
100,99,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.1,0.512140493,Kellwasser,1.0,0.5,18.18,94.47151388,Devon370Ma_050xRemin_1xpCO2.pO2xPO4_5x5b.dat.01,8.26,0.4,0.0,-5.88,6.43,-0.25,-36.04675292,17.51019986649596
203,202,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.4,0.66094357,Kellwasser,1.0,0.75,18.18,169.6706604,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.14,14.68,0.6,0.0,-5.88,12.85,0.0,3.5317062,17.601187895553753
132,131,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.3,0.66094357,Kellwasser,1.0,0.75,18.18,145.8663173,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.13,14.68,0.5,0.0,-5.88,12.85,0.0,-20.2726369,17.601187895553753
201,200,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.3,0.66094357,Kellwasser,1.0,0.75,18.18,145.8663173,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.13,14.68,0.5,0.0,-5.88,12.85,0.0,-20.2726369,17.601187895553753
134,133,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.4,0.66094357,Kellwasser,1.0,0.75,18.18,169.6706604,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.14,14.68,0.6,0.0,-5.88,12.85,0.0,3.5317062,17.601187895553753
437,436,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.5,-0.1,-7.0,7.52,0.0,-8.5806823,17.67087923085466
240,239,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.4,-0.2,-7.0,9.18,0.0,96.19571937,17.770808523062996
25,24,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.0,1.3,0.740030777,Kellwasser,0.75,0.75,17.06,157.7604708,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.23,6.51,0.4,-0.2,-7.0,5.32,0.25,-66.1991507,17.80216893062432
289,288,0.9,0.9,0.351258549,Background,2.5,1.0,21.46,217.7454153,251103.pO2xPO4_5x5a.dat.14,2.84,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.5,0.1,-3.28,8.26,-0.25,-38.0432466,17.87402588222563
191,190,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,11.01,0.4,-0.1,-7.0,9.18,0.0,-44.3103563,17.995776977167672
122,121,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,11.01,0.4,-0.1,-7.0,9.18,0.0,-44.3103563,17.995776977167672
427,426,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.4,-0.2,-7.0,5.96,-0.25,-34.29201748,18.08330120490059
453,452,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.4,-0.1,-7.0,9.17,0.0,-22.48225791,18.198008352019414
441,440,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.3,-0.2,-7.0,7.8,-0.25,71.2018882,18.32620404926603
72,71,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.8,0.1,-3.28,11.37,0.0,47.24770404,18.42042832692593
366,365,1.0,1.1,0.393150484,Background,2.5,1.0,21.46,107.1565566,251103.pO2xPO4_5x5b.dat.21,3.94,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.5,0.1,-3.28,8.26,-0.25,-15.74253836,18.44990913151846
39,38,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.7,-0.1,-5.88,11.01,0.25,-132.5456033,18.63207106607445
43,42,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.6,-0.2,-7.0,11.65,0.5,-143.9134139,18.6707922487413
271,270,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.5,-0.1,-5.88,9.91,0.0,-9.36998546,18.69003091079818
238,237,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.3,-0.2,-7.0,5.97,0.0,71.99074757,18.812460213356093
129,128,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.2,0.707311062,Kellwasser,1.0,0.75,18.18,123.9745034,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.12,9.27,0.4,0.0,-5.88,7.44,0.0,-42.1644508,18.90673219156623
198,197,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.9,1.2,0.707311062,Kellwasser,1.0,0.75,18.18,123.9745034,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.12,9.27,0.4,0.0,-5.88,7.44,0.0,-42.1644508,18.90673219156623
403,402,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.6,0.1,-3.28,8.9,-0.25,-3.0024239,18.986393020798552
432,431,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.5,-0.1,-5.88,9.63,-0.25,-18.13143896,19.029061907275544
426,425,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.3,-0.2,-7.0,5.23,-0.25,74.3287165,19.076920677016222
189,188,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.01,7.8,0.3,-0.1,-7.0,5.97,0.0,-63.763895,19.099975111474937
120,119,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.01,7.8,0.3,-0.1,-7.0,5.97,0.0,-63.763895,19.099975111474937
250,249,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.5,-0.1,-5.88,13.67,0.0,-5.44322393,19.12464231774029
446,445,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.4,-0.1,-5.88,12.29,-0.25,-30.4370551,19.196090653312805
468,467,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.0,1.6,0.575716022,Kellwasser,0.75,1.0,17.06,97.3596907,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.21,18.07,0.4,-0.2,-7.0,14.49,0.0,-25.4425104,19.23760797518061
36,35,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.5,0.646946866,Kellwasser,1.0,0.75,18.18,74.9922765,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.30,7.98,0.6,-0.1,-5.88,6.79,0.25,-148.967345,19.301017350868815
275,274,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.4,-0.2,-7.0,10.55,0.25,-20.73779611,19.36132771665283
268,267,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.1,1.5,0.646946866,Kellwasser,1.0,0.75,18.18,74.9922765,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.30,7.98,0.4,-0.1,-5.88,5.69,0.0,-25.7917272,19.419731828593374
147,146,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.42,7.34,0.8,0.2,-7.0,5.23,0.0,-86.5212714,19.605221396408425
